date,chl_a,mean_sst,month,predicted_chl,chl_anomaly,sst_anomaly,sst_lag1
2020-10-01,0.238778036,27.93459028,Oct,0.2957248943255968,-0.05440503183333331,-0.13341948888889021,26.54089226
2020-11-01,0.226155673,28.66185777,Nov,0.28186943896117556,-0.06702739483333331,0.5938480011111125,27.93459028
2020-12-01,0.263904003,29.18920289,Dec,0.27182278230145696,-0.029279064833333313,1.1211931211111121,28.66185777
2021-01-01,0.257459163,28.49394673,Jan,0.285068377387412,-0.03572390483333332,0.42593696111111257,29.18920289
2021-02-01,0.192304927,29.04718685,Feb,0.27452838502714993,-0.10087814083333332,0.9791770811111107,28.49394673
2021-03-01,0.169701191,29.92415862,Mar,0.2578208552912993,-0.12348187683333331,1.8561488511111115,29.04718685
2021-04-01,0.354510411,28.76238874,Apr,0.2799541844135305,0.061327343166666715,0.6943789711111101,29.92415862
2021-05-01,0.297673838,27.46907018,May,0.3045936985214104,0.004490770166666713,-0.5989395888888893,28.76238874
2021-06-01,0.282917266,26.84306246,Jun,0.3165200146863789,-0.01026580183333331,-1.2249473088888898,27.46907018
2021-07-01,0.301997621,26.27116013,Jul,0.3274155480562584,0.008814553166666683,-1.7968496388888902,26.84306246
2021-08-01,0.257482997,26.06575835,Aug,0.3313287371286348,-0.03570007083333332,-2.002251418888889,26.27116013
2021-09-01,0.261606712,26.26732084,Sep,0.327488691860921,-0.03157635583333329,-1.8006889288888885,26.06575835
2021-10-01,0.203795068,27.07977417,Oct,0.31201032797930395,-0.08938799983333331,-0.9882355988888882,26.26732084
2021-11-01,0.258851682,28.40464538,Nov,0.28676969208375236,-0.03433138583333328,0.33663561111111306,27.07977417
2021-12-01,0.293233306,29.69464535,Dec,0.26219340172263694,5.023816666671621e-5,1.6266355811111097,28.40464538
2022-01-01,0.251859112,28.55310747,Jan,0.28394128315638,-0.041323955833333315,0.48509770111111195,29.69464535
2022-02-01,0.232717321,28.88141528,Feb,0.27768656357961763,-0.060465746833333306,0.8134055111111103,28.55310747
2022-03-01,0.186292606,28.52853919,Mar,0.28440934299901177,-0.10689046183333331,0.4605294211111115,28.88141528
2022-04-01,0.352661163,29.37249934,Apr,0.2683307304548498,0.05947809516666669,1.3044895711111124,28.52853919
2022-05-01,0.308350476,28.13881516,May,0.29183412683213394,0.015167408166666674,0.0708053911111115,29.37249934
2022-06-01,0.344398275,27.24132682,Jun,0.3089325257100467,0.051215207166666665,-0.8266829488888874,28.13881516
2022-07-01,0.356946077,25.83733887,Jul,0.33568044534194197,0.06376300916666666,-2.2306708988888886,27.24132682
2022-08-01,0.359837309,25.52684628,Aug,0.34159576024448013,0.06665424116666668,-2.5411634888888877,25.83733887
2022-09-01,0.475145828,25.69075164,Sep,0.33847313558340897,0.18196276016666668,-2.37725812888889,25.52684628
2022-10-01,0.359344338,26.25445887,Oct,0.32773373024594976,0.06616127016666667,-1.813550898888888,25.69075164
2022-11-01,0.295053672,27.70597283,Nov,0.30008037414224964,0.0018706041666666784,-0.3620369388888882,26.25445887
2022-12-01,0.248647502,28.70432368,Dec,0.28106040441940805,-0.04453556583333332,0.6363139111111131,27.70597283
2023-01-01,0.329173566,29.01687435,Jan,0.27510588023559657,0.03599049816666666,0.9488645811111098,28.70432368
2023-02-01,0.305576165,28.65322945,Feb,0.28203382043604386,0.0123930971666667,0.5852196811111128,29.01687435
2023-03-01,0.249223526,29.25079581,Mar,0.2706493516647811,-0.04395954183333331,1.182786041111111,28.65322945
2023-04-01,0.142405094,30.21914347,Apr,0.252200984365465,-0.1507779738333333,2.1511337011111102,29.25079581
2023-05-01,0.261326661,28.5087381,May,0.2847865812537589,-0.031856406833333295,0.4407283311111101,30.21914347
2023-06-01,0.344870608,27.49876045,Jun,0.3040280576583181,0.05168754016666671,-0.5692493188888896,28.5087381
2023-07-01,0.398115174,26.65873814,Jul,0.32003164888349844,0.1049321061666667,-1.409271628888888,27.49876045
2023-08-01,0.371283441,26.29040482,Aug,0.3270489099939725,0.07810037316666668,-1.7776049488888894,26.65873814
2023-09-01,0.380339647,26.88647261,Sep,0.31569299106170434,0.08715657916666669,-1.18153715888889,26.29040482
2023-10-01,0.262802058,28.42770207,Oct,0.2863304301291911,-0.030381009833333306,0.35969230111111017,26.88647261
2023-11-01,0.26414192,29.56736776,Nov,0.2646182165141465,-0.029041147833333336,1.4993579911111112,28.42770207
2023-12-01,0.228566098,29.5718853,Dec,0.2645321511053559,-0.06461696983333332,1.5038755311111132,29.56736776
